Airline,Travel Date,Return Date,Departure,Arrival,Price,Total Travel Time,Stops,Layover City,Layover Time,Collection Date
multipleAirlines,2024-07-27,2024-08-04,2:30pm,4:40am,"$2,125",25 hours 10 minutes,Two,"Seattle, San Francisco","1 hour 3 minutes, 4 hours 54 minutes",2024-07-03
multipleAirlines,2024-07-27,2024-08-04,2:30pm,4:40am,"$2,125",25 hours 10 minutes,Two,"Seattle, San Francisco","3 hours 17 minutes, 2 hours 40 minutes",2024-07-03
Japan Airlines,2024-07-27,2024-08-04,10:45am,8:55pm,"$2,493",21 hours 10 minutes,Two,"San Diego, Tokyo","1 hour 44 minutes, 1 hour 25 minutes",2024-07-03
United,2024-07-28,2024-08-05,7:58pm,4:05am,"$1,482",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-07-28,2024-08-05,6:00am,6:45pm,"$1,482",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
United,2024-07-28,2024-08-05,7:58pm,6:45pm,"$1,455",33 hours 47 minutes,One,San Francisco,16 hours 43 minutes,2024-07-03
Delta,2024-07-28,2024-08-05,7:54am,3:30pm,"$2,035",18 hours 36 minutes,One,Seattle,1 hour 48 minutes,2024-07-03
multipleAirlines,2024-07-28,2024-08-05,6:00am,5:00pm,"$1,997",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
Japan Airlines,2024-07-28,2024-08-05,11:30am,8:50pm,"$2,173",20 hours 20 minutes,One,Tokyo,3 hours 40 minutes,2024-07-03
multipleAirlines,2024-07-28,2024-08-05,7:45pm,5:10am,"$2,047",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
United,2024-07-28,2024-08-05,6:00am,4:05am,"$1,789",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
multipleAirlines,2024-07-28,2024-08-05,5:45pm,5:10am,"$2,047",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
Korean Air,2024-07-28,2024-08-05,12:10pm,12:10pm,"$2,085",35 hours 0 minutes,One,Seoul,17 hours 50 minutes,2024-07-03
China Airlines,2024-07-28,2024-08-05,6:20am,9:20pm,"$2,031",26 hours 0 minutes,One,Los Angeles,9 hours 22 minutes,2024-07-03
China Airlines,2024-07-28,2024-08-05,6:20am,9:20pm,"$2,049",26 hours 0 minutes,One,Los Angeles,9 hours 22 minutes,2024-07-03
multipleAirlines,2024-07-28,2024-08-05,3:59pm,5:10am,"$2,047",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
Delta,2024-07-28,2024-08-05,3:09pm,3:20pm,"$2,013",35 hours 11 minutes,One,Seattle,18 hours 25 minutes,2024-07-03
multipleAirlines,2024-07-28,2024-08-05,2:30pm,5:10am,"$2,047",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
Delta,2024-07-28,2024-08-05,12:10pm,12:10pm,"$2,119",35 hours 0 minutes,One,Seoul,17 hours 50 minutes,2024-07-03
Japan Airlines,2024-07-28,2024-08-05,11:30am,11:35am,"$2,173",35 hours 5 minutes,One,Tokyo,18 hours 15 minutes,2024-07-03
Japan Airlines,2024-07-28,2024-08-05,12:25pm,11:35am,"$2,253",34 hours 10 minutes,One,Tokyo,17 hours 0 minutes,2024-07-03
Japan Airlines,2024-07-28,2024-08-05,12:25pm,8:50pm,"$2,743",19 hours 25 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
Turkish Airlines,2024-07-28,2024-08-05,8:40pm,5:55pm,"$2,196",32 hours 15 minutes,One,Istanbul,8 hours 55 minutes,2024-07-03
China Airlines,2024-07-28,2024-08-05,6:20am,5:10am,"$2,060",33 hours 50 minutes,One,Los Angeles,17 hours 12 minutes,2024-07-03
Japan Airlines,2024-07-28,2024-08-05,12:00pm,8:55pm,"$2,745",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-28,2024-08-05,7:58pm,11:30am,"$1,789",26 hours 32 minutes,Two,"San Francisco, Seoul","1 hour 43 minutes, 6 hours 0 minutes",2024-07-03
Korean Air,2024-07-28,2024-08-05,6:40am,5:50pm,"$2,091",22 hours 10 minutes,Two,"Minneapolis, Seoul","2 hours 21 minutes, 0 hours 50 minutes",2024-07-03
Cathay Pacific,2024-07-28,2024-08-05,8:45pm,9:55am,"$2,050",24 hours 10 minutes,Two,"Los Angeles, Hong Kong","3 hours 25 minutes, 1 hour 15 minutes",2024-07-03
United,2024-07-29,2024-08-06,7:58pm,4:05am,"$1,524",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-07-29,2024-08-06,6:00am,6:45pm,"$1,524",23 hours 45 minutes,One,San Francisco,6 hours 50 minutes,2024-07-03
United,2024-07-29,2024-08-06,6:00am,4:05am,"$1,535",33 hours 5 minutes,One,San Francisco,16 hours 5 minutes,2024-07-03
Delta,2024-07-29,2024-08-06,7:54am,3:20pm,"$2,027",18 hours 26 minutes,One,Seattle,1 hour 38 minutes,2024-07-03
multipleAirlines,2024-07-29,2024-08-06,7:45pm,5:10am,"$1,917",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-29,2024-08-06,6:00am,5:00pm,"$2,057",22 hours 0 minutes,One,San Francisco,5 hours 20 minutes,2024-07-03
multipleAirlines,2024-07-29,2024-08-06,7:58pm,5:15am,"$2,057",20 hours 17 minutes,One,San Francisco,3 hours 38 minutes,2024-07-03
multipleAirlines,2024-07-29,2024-08-06,5:45pm,5:10am,"$1,917",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
Japan Airlines,2024-07-29,2024-08-06,11:30am,8:50pm,"$2,293",20 hours 20 minutes,One,Tokyo,3 hours 40 minutes,2024-07-03
multipleAirlines,2024-07-29,2024-08-06,7:58pm,4:50am,"$2,057",19 hours 52 minutes,One,San Francisco,3 hours 13 minutes,2024-07-03
multipleAirlines,2024-07-29,2024-08-06,3:59pm,5:10am,"$1,917",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
multipleAirlines,2024-07-29,2024-08-06,2:30pm,5:10am,"$1,917",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
Delta,2024-07-29,2024-08-06,3:09pm,3:15pm,"$2,046",35 hours 6 minutes,One,Seattle,18 hours 20 minutes,2024-07-03
Japan Airlines,2024-07-29,2024-08-06,11:30am,11:35am,"$2,183",35 hours 5 minutes,One,Tokyo,18 hours 15 minutes,2024-07-03
Japan Airlines,2024-07-29,2024-08-06,12:25pm,11:35am,"$2,263",34 hours 10 minutes,One,Tokyo,17 hours 0 minutes,2024-07-03
Korean Air,2024-07-29,2024-08-06,12:10pm,5:50pm,"$2,135",40 hours 40 minutes,One,Seoul,23 hours 30 minutes,2024-07-03
Japan Airlines,2024-07-29,2024-08-06,12:25pm,8:50pm,"$2,713",19 hours 25 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
United,2024-07-29,2024-08-06,7:58pm,6:45pm,"$2,129",33 hours 47 minutes,One,San Francisco,16 hours 43 minutes,2024-07-03
Japan Airlines,2024-07-29,2024-08-06,12:00pm,8:55pm,"$2,715",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
Japan Airlines,2024-07-29,2024-08-06,12:00pm,2:30pm,"$2,273",37 hours 30 minutes,One,Tokyo,20 hours 45 minutes,2024-07-03
Turkish Airlines,2024-07-29,2024-08-06,8:40pm,5:55pm,"$2,206",32 hours 15 minutes,One,Istanbul,8 hours 55 minutes,2024-07-03
Japan Airlines,2024-07-29,2024-08-06,12:25pm,8:50pm,"$2,962",19 hours 25 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
Japan Airlines,2024-07-29,2024-08-06,12:00pm,8:55pm,"$2,964",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-29,2024-08-06,2:30pm,4:40am,"$1,936",25 hours 10 minutes,Two,"Seattle, San Francisco","2 hours 3 minutes, 3 hours 55 minutes",2024-07-03
multipleAirlines,2024-07-29,2024-08-06,2:30pm,4:40am,"$1,936",25 hours 10 minutes,Two,"Seattle, San Francisco","1 hour 3 minutes, 4 hours 54 minutes",2024-07-03
multipleAirlines,2024-07-30,2024-08-07,7:45pm,4:10am,"$1,647",19 hours 25 minutes,One,Seattle,3 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-30,2024-08-07,5:45pm,4:10am,"$1,647",21 hours 25 minutes,One,Seattle,5 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-30,2024-08-07,3:59pm,4:10am,"$1,647",23 hours 11 minutes,One,Seattle,6 hours 59 minutes,2024-07-03
United,2024-07-30,2024-08-07,7:58pm,4:05am,"$1,741",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-07-30,2024-08-07,6:00am,6:45pm,"$1,741",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
multipleAirlines,2024-07-30,2024-08-07,12:53pm,4:10am,"$1,647",26 hours 17 minutes,One,Seattle,10 hours 8 minutes,2024-07-03
multipleAirlines,2024-07-30,2024-08-07,6:00am,5:00pm,"$1,862",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
multipleAirlines,2024-07-30,2024-08-07,2:30pm,4:10am,"$1,647",24 hours 40 minutes,One,Seattle,8 hours 28 minutes,2024-07-03
multipleAirlines,2024-07-30,2024-08-07,7:45pm,5:10am,"$1,852",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-30,2024-08-07,7:58pm,4:50am,"$1,862",19 hours 52 minutes,One,San Francisco,3 hours 13 minutes,2024-07-03
multipleAirlines,2024-07-30,2024-08-07,7:58pm,5:15am,"$1,862",20 hours 17 minutes,One,San Francisco,3 hours 38 minutes,2024-07-03
Delta,2024-07-30,2024-08-07,7:54am,3:15pm,"$2,076",18 hours 21 minutes,One,Seattle,1 hour 33 minutes,2024-07-03
multipleAirlines,2024-07-30,2024-08-07,5:45pm,5:10am,"$1,852",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-30,2024-08-07,3:59pm,5:10am,"$1,852",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
multipleAirlines,2024-07-30,2024-08-07,2:30pm,5:10am,"$1,852",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
Japan Airlines,2024-07-30,2024-08-07,11:30am,8:50pm,"$2,293",20 hours 20 minutes,One,Tokyo,3 hours 40 minutes,2024-07-03
Japan Airlines,2024-07-30,2024-08-07,12:00pm,8:55pm,"$2,375",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
Japan Airlines,2024-07-30,2024-08-07,12:25pm,8:50pm,"$2,413",19 hours 25 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
Asiana Airlines,2024-07-30,2024-08-07,7:58pm,11:30am,"$1,781",26 hours 32 minutes,Two,"San Francisco, Seoul","1 hour 43 minutes, 6 hours 0 minutes",2024-07-03
United,2024-07-30,2024-08-07,6:00am,4:05am,"$1,886",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
Japan Airlines,2024-07-30,2024-08-07,11:30am,11:35am,"$2,183",35 hours 5 minutes,One,Tokyo,18 hours 15 minutes,2024-07-03
Korean Air,2024-07-30,2024-08-07,12:10pm,5:50pm,"$2,055",40 hours 40 minutes,One,Seoul,23 hours 30 minutes,2024-07-03
Delta,2024-07-30,2024-08-07,3:09pm,3:20pm,"$2,095",35 hours 11 minutes,One,Seattle,18 hours 25 minutes,2024-07-03
Delta,2024-07-30,2024-08-07,5:25am,3:15pm,"$2,076",20 hours 50 minutes,Two,"Salt Lake City, Seattle","1 hour 26 minutes, 1 hour 55 minutes",2024-07-03
Japan Airlines,2024-07-30,2024-08-07,12:25pm,11:35am,"$2,263",34 hours 10 minutes,One,Tokyo,17 hours 0 minutes,2024-07-03
United,2024-07-31,2024-08-08,7:58pm,4:05am,"$1,420",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-07-31,2024-08-08,6:00am,6:45pm,"$1,420",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
United,2024-07-31,2024-08-08,6:00am,4:05am,"$1,431",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
Delta,2024-07-31,2024-08-08,7:54am,3:20pm,"$1,979",18 hours 26 minutes,One,Seattle,1 hour 38 minutes,2024-07-03
multipleAirlines,2024-07-31,2024-08-08,7:45pm,5:10am,"$1,922",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-31,2024-08-08,6:00am,5:00pm,"$1,982",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
multipleAirlines,2024-07-31,2024-08-08,5:45pm,5:10am,"$1,922",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-31,2024-08-08,7:58pm,5:15am,"$2,117",20 hours 17 minutes,One,San Francisco,3 hours 38 minutes,2024-07-03
multipleAirlines,2024-07-31,2024-08-08,7:58pm,4:50am,"$2,117",19 hours 52 minutes,One,San Francisco,3 hours 13 minutes,2024-07-03
Korean Air,2024-07-31,2024-08-08,12:10pm,12:10pm,"$2,030",35 hours 0 minutes,One,Seoul,17 hours 50 minutes,2024-07-03
Japan Airlines,2024-07-31,2024-08-08,12:25pm,8:50pm,"$2,388",19 hours 25 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
Japan Airlines,2024-07-31,2024-08-08,12:00pm,8:55pm,"$2,390",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
Korean Air,2024-07-31,2024-08-08,12:10pm,10:30pm,"$2,519",21 hours 20 minutes,One,Seoul,4 hours 10 minutes,2024-07-03
Korean Air,2024-07-31,2024-08-08,7:00am,5:50pm,"$2,036",21 hours 50 minutes,Two,"Minneapolis, Seoul","2 hours 5 minutes, 0 hours 50 minutes",2024-07-03
Turkish Airlines,2024-07-31,2024-08-08,8:40pm,5:55pm,"$2,181",32 hours 15 minutes,One,Istanbul,8 hours 55 minutes,2024-07-03
Delta,2024-07-31,2024-08-08,7:00am,5:50pm,"$2,067",21 hours 50 minutes,Two,"Minneapolis, Seoul","2 hours 5 minutes, 0 hours 50 minutes",2024-07-03
multipleAirlines,2024-07-31,2024-08-08,3:59pm,5:10am,"$2,340",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
Korean Air,2024-07-31,2024-08-08,10:30am,10:30pm,"$2,519",23 hours 0 minutes,One,Seoul,5 hours 35 minutes,2024-07-03
multipleAirlines,2024-07-31,2024-08-08,2:30pm,5:10am,"$2,340",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
Japan Airlines,2024-07-31,2024-08-08,11:30am,8:50pm,"$2,855",20 hours 20 minutes,One,Tokyo,3 hours 40 minutes,2024-07-03
Korean Air,2024-07-31,2024-08-08,12:10pm,10:30pm,"$2,817",21 hours 20 minutes,One,Seoul,4 hours 10 minutes,2024-07-03
Japan Airlines,2024-07-31,2024-08-08,12:25pm,8:50pm,"$3,060",19 hours 25 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
Japan Airlines,2024-07-31,2024-08-08,12:00pm,8:55pm,"$3,062",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-31,2024-08-08,9:00am,9:20pm,"$2,029",23 hours 20 minutes,Two,"Seattle, Los Angeles","0 hours 41 minutes, 2 hours 13 minutes",2024-07-03
multipleAirlines,2024-07-31,2024-08-08,8:45pm,9:00am,"$2,086",23 hours 15 minutes,Two,"Vancouver, Hong Kong","2 hours 25 minutes, 1 hour 25 minutes",2024-07-03
United,2024-08-01,2024-08-09,6:00am,6:45pm,"$1,367",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
United,2024-08-01,2024-08-09,7:58pm,4:05am,"$1,480",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-08-01,2024-08-09,6:00am,4:05am,"$1,357",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
multipleAirlines,2024-08-01,2024-08-09,6:00am,5:00pm,"$1,932",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
Korean Air,2024-08-01,2024-08-09,10:30am,12:10pm,"$1,711",36 hours 40 minutes,One,Seoul,19 hours 15 minutes,2024-07-03
Japan Airlines,2024-08-01,2024-08-09,12:00pm,2:30pm,"$1,819",37 hours 30 minutes,One,Tokyo,20 hours 45 minutes,2024-07-03
Japan Airlines,2024-08-01,2024-08-09,12:00pm,8:55pm,"$2,185",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-01,2024-08-09,7:45pm,5:10am,"$2,102",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-01,2024-08-09,5:45pm,5:10am,"$2,102",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
Korean Air,2024-08-01,2024-08-09,10:30am,12:10pm,"$1,961",36 hours 40 minutes,One,Seoul,19 hours 15 minutes,2024-07-03
Japan Airlines,2024-08-01,2024-08-09,12:00pm,8:55pm,"$2,335",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-01,2024-08-09,3:59pm,5:10am,"$2,102",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
Japan Airlines,2024-08-01,2024-08-09,12:00pm,2:30pm,"$2,037",37 hours 30 minutes,One,Tokyo,20 hours 45 minutes,2024-07-03
multipleAirlines,2024-08-01,2024-08-09,2:30pm,5:10am,"$2,102",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
Delta,2024-08-01,2024-08-09,5:25am,3:30pm,"$2,018",21 hours 5 minutes,Two,"Salt Lake City, Seattle","1 hour 26 minutes, 2 hours 5 minutes",2024-07-03
Japan Airlines,2024-08-01,2024-08-09,12:25pm,8:50pm,"$2,796",19 hours 25 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
China Airlines,2024-08-01,2024-08-09,6:20am,5:10am,"$2,075",33 hours 50 minutes,One,Los Angeles,17 hours 12 minutes,2024-07-03
Japan Airlines,2024-08-01,2024-08-09,12:25pm,8:50pm,"$2,986",19 hours 25 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
Delta,2024-08-01,2024-08-09,7:00am,5:50pm,"$2,234",21 hours 50 minutes,Two,"Minneapolis, Seoul","2 hours 0 minutes, 0 hours 50 minutes",2024-07-03
multipleAirlines,2024-08-01,2024-08-09,7:00am,5:50pm,"$2,235",21 hours 50 minutes,Two,"Minneapolis, Seoul","2 hours 0 minutes, 0 hours 50 minutes",2024-07-03
multipleAirlines,2024-08-01,2024-08-09,9:15am,8:50pm,"$2,108",22 hours 35 minutes,Two,"Los Angeles, Tokyo","3 hours 50 minutes, 0 hours 55 minutes",2024-07-03
multipleAirlines,2024-08-01,2024-08-09,9:15am,8:55pm,"$2,110",22 hours 40 minutes,Two,"Los Angeles, Tokyo","3 hours 15 minutes, 1 hour 30 minutes",2024-07-03
multipleAirlines,2024-08-01,2024-08-09,2:30pm,4:40am,"$1,874",25 hours 10 minutes,Two,"Seattle, San Francisco","3 hours 17 minutes, 2 hours 40 minutes",2024-07-03
multipleAirlines,2024-08-01,2024-08-09,2:30pm,4:40am,"$1,874",25 hours 10 minutes,Two,"Seattle, San Francisco","2 hours 3 minutes, 3 hours 55 minutes",2024-07-03
multipleAirlines,2024-08-01,2024-08-09,2:30pm,4:40am,"$1,874",25 hours 10 minutes,Two,"Seattle, San Francisco","1 hour 3 minutes, 4 hours 54 minutes",2024-07-03
