Airline,Travel Date,Return Date,Departure,Arrival,Price,Total Travel Time,Stops,Layover City,Layover Time,Collection Date
Korean Air,2024-07-31,2024-08-09,7:00am,5:50pm,"$1,981",21 hours 50 minutes,Two,"Minneapolis, Seoul","2 hours 5 minutes, 0 hours 50 minutes",2024-07-03
multipleAirlines,2024-07-31,2024-08-09,3:59pm,5:10am,"$2,285",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
Korean Air,2024-07-31,2024-08-09,10:30am,10:30pm,"$2,464",23 hours 0 minutes,One,Seoul,5 hours 35 minutes,2024-07-03
multipleAirlines,2024-07-31,2024-08-09,2:30pm,5:10am,"$2,285",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
Japan Airlines,2024-07-31,2024-08-09,11:30am,8:50pm,"$2,800",20 hours 20 minutes,One,Tokyo,3 hours 40 minutes,2024-07-03
multipleAirlines,2024-07-31,2024-08-09,9:00am,9:20pm,"$1,974",23 hours 20 minutes,Two,"Seattle, Los Angeles","0 hours 41 minutes, 2 hours 13 minutes",2024-07-03
multipleAirlines,2024-07-31,2024-08-09,8:45pm,9:00am,"$2,031",23 hours 15 minutes,Two,"Vancouver, Hong Kong","2 hours 25 minutes, 1 hour 25 minutes",2024-07-03
multipleAirlines,2024-07-31,2024-08-09,2:30pm,4:40am,"$1,874",25 hours 10 minutes,Two,"Seattle, San Francisco","3 hours 17 minutes, 2 hours 40 minutes",2024-07-03
multipleAirlines,2024-07-31,2024-08-09,2:30pm,4:40am,"$1,874",25 hours 10 minutes,Two,"Seattle, San Francisco","1 hour 3 minutes, 4 hours 54 minutes",2024-07-03
multipleAirlines,2024-07-31,2024-08-09,2:30pm,4:40am,"$1,874",25 hours 10 minutes,Two,"Seattle, San Francisco","2 hours 3 minutes, 3 hours 55 minutes",2024-07-03
multipleAirlines,2024-07-31,2024-08-09,3:59pm,4:40am,"$1,902",23 hours 41 minutes,Two,"Seattle, San Francisco","1 hour 48 minutes, 2 hours 40 minutes",2024-07-03
United,2024-08-01,2024-08-10,6:00am,6:45pm,"$1,430",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
United,2024-08-01,2024-08-10,7:58pm,4:05am,"$1,543",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-08-01,2024-08-10,6:00am,4:05am,"$1,420",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
multipleAirlines,2024-08-01,2024-08-10,6:00am,5:00pm,"$1,712",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
multipleAirlines,2024-08-01,2024-08-10,7:45pm,5:10am,"$1,882",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-01,2024-08-10,5:45pm,5:10am,"$1,882",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
Korean Air,2024-08-01,2024-08-10,10:30am,12:10pm,"$1,871",36 hours 40 minutes,One,Seoul,19 hours 15 minutes,2024-07-03
Japan Airlines,2024-08-01,2024-08-10,12:00pm,8:55pm,"$2,255",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
Japan Airlines,2024-08-01,2024-08-10,12:00pm,2:30pm,"$1,889",37 hours 30 minutes,One,Tokyo,20 hours 45 minutes,2024-07-03
multipleAirlines,2024-08-01,2024-08-10,3:59pm,5:10am,"$1,882",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
multipleAirlines,2024-08-01,2024-08-10,2:30pm,5:10am,"$1,882",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
multipleAirlines,2024-08-01,2024-08-10,7:58pm,11:30am,"$1,789",26 hours 32 minutes,Two,"San Francisco, Seoul","1 hour 43 minutes, 6 hours 0 minutes",2024-07-03
Japan Airlines,2024-08-01,2024-08-10,12:25pm,8:50pm,"$2,866",19 hours 25 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
China Airlines,2024-08-01,2024-08-10,6:20am,5:10am,"$2,136",33 hours 50 minutes,One,Los Angeles,17 hours 12 minutes,2024-07-03
Delta,2024-08-01,2024-08-10,5:25am,3:30pm,"$2,178",21 hours 5 minutes,Two,"Salt Lake City, Seattle","1 hour 26 minutes, 2 hours 5 minutes",2024-07-03
Turkish Airlines,2024-08-01,2024-08-10,8:40pm,5:55pm,"$2,465",32 hours 15 minutes,One,Istanbul,8 hours 55 minutes,2024-07-03
multipleAirlines,2024-08-01,2024-08-10,2:30pm,4:40am,"$1,935",25 hours 10 minutes,Two,"Seattle, San Francisco","2 hours 3 minutes, 3 hours 55 minutes",2024-07-03
multipleAirlines,2024-08-01,2024-08-10,2:30pm,4:40am,"$1,935",25 hours 10 minutes,Two,"Seattle, San Francisco","3 hours 17 minutes, 2 hours 40 minutes",2024-07-03
multipleAirlines,2024-08-01,2024-08-10,2:30pm,4:40am,"$1,935",25 hours 10 minutes,Two,"Seattle, San Francisco","1 hour 3 minutes, 4 hours 54 minutes",2024-07-03
multipleAirlines,2024-08-01,2024-08-10,3:59pm,4:40am,"$1,963",23 hours 41 minutes,Two,"Seattle, San Francisco","1 hour 48 minutes, 2 hours 40 minutes",2024-07-03
Cathay Pacific,2024-08-01,2024-08-10,9:45pm,9:55am,"$2,150",23 hours 10 minutes,Two,"Los Angeles, Hong Kong","2 hours 23 minutes, 1 hour 15 minutes",2024-07-03
multipleAirlines,2024-08-01,2024-08-10,9:15am,8:50pm,"$2,228",22 hours 35 minutes,Two,"Los Angeles, Tokyo","3 hours 50 minutes, 0 hours 55 minutes",2024-07-03
multipleAirlines,2024-08-01,2024-08-10,9:15am,8:55pm,"$2,230",22 hours 40 minutes,Two,"Los Angeles, Tokyo","3 hours 15 minutes, 1 hour 30 minutes",2024-07-03
Cathay Pacific,2024-08-01,2024-08-10,8:45pm,9:00am,"$2,150",23 hours 15 minutes,Two,"Los Angeles, Hong Kong","2 hours 25 minutes, 1 hour 15 minutes",2024-07-03
Delta,2024-08-01,2024-08-10,7:00am,5:50pm,"$2,394",21 hours 50 minutes,Two,"Minneapolis, Seoul","2 hours 0 minutes, 0 hours 50 minutes",2024-07-03
Delta,2024-08-02,2024-08-11,7:59am,3:15pm,"$1,719",18 hours 16 minutes,One,Seattle,1 hour 23 minutes,2024-07-03
multipleAirlines,2024-08-02,2024-08-11,6:00am,5:00pm,"$1,677",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
United,2024-08-02,2024-08-11,6:00am,6:45pm,"$1,770",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
United,2024-08-02,2024-08-11,7:58pm,4:05am,"$1,892",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
Korean Air,2024-08-02,2024-08-11,12:10pm,12:10pm,"$1,723",35 hours 0 minutes,One,Seoul,17 hours 50 minutes,2024-07-03
multipleAirlines,2024-08-02,2024-08-11,7:58pm,4:50am,"$1,927",19 hours 52 minutes,One,San Francisco,3 hours 13 minutes,2024-07-03
multipleAirlines,2024-08-02,2024-08-11,7:58pm,5:15am,"$1,927",20 hours 17 minutes,One,San Francisco,3 hours 38 minutes,2024-07-03
China Airlines,2024-08-02,2024-08-11,6:20am,9:20pm,"$1,786",26 hours 0 minutes,One,Los Angeles,9 hours 22 minutes,2024-07-03
Delta,2024-08-02,2024-08-11,3:09pm,3:25pm,"$1,731",35 hours 16 minutes,One,Seattle,18 hours 25 minutes,2024-07-03
United,2024-08-02,2024-08-11,6:00am,4:05am,"$1,781",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
multipleAirlines,2024-08-02,2024-08-11,7:45pm,5:10am,"$2,346",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-02,2024-08-11,9:00am,9:20pm,"$1,965",23 hours 20 minutes,Two,"Seattle, Los Angeles","0 hours 41 minutes, 2 hours 13 minutes",2024-07-03
Japan Airlines,2024-08-02,2024-08-11,12:00pm,8:55pm,"$2,494",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-02,2024-08-11,3:59pm,4:40am,"$1,923",23 hours 41 minutes,Two,"Seattle, San Francisco","1 hour 48 minutes, 2 hours 40 minutes",2024-07-03
multipleAirlines,2024-08-02,2024-08-11,6:00am,9:20pm,"$1,965",26 hours 20 minutes,Two,"Seattle, Los Angeles","1 hour 0 minutes, 4 hours 58 minutes",2024-07-03
multipleAirlines,2024-08-02,2024-08-11,6:00am,9:20pm,"$1,965",26 hours 20 minutes,Two,"Seattle, Los Angeles","3 hours 41 minutes, 2 hours 13 minutes",2024-07-03
multipleAirlines,2024-08-02,2024-08-11,6:00am,9:20pm,"$1,965",26 hours 20 minutes,Two,"Seattle, Los Angeles","2 hours 11 minutes, 3 hours 43 minutes",2024-07-03
United,2024-08-02,2024-08-11,6:46pm,4:05am,"$2,056",20 hours 19 minutes,Two,"Denver, San Francisco","1 hour 3 minutes, 0 hours 45 minutes",2024-07-03
Turkish Airlines,2024-08-02,2024-08-11,8:40pm,5:55pm,"$2,188",32 hours 15 minutes,One,Istanbul,8 hours 55 minutes,2024-07-03
multipleAirlines,2024-08-02,2024-08-11,2:30pm,4:40am,"$1,895",25 hours 10 minutes,Two,"Seattle, San Francisco","3 hours 17 minutes, 2 hours 40 minutes",2024-07-03
multipleAirlines,2024-08-02,2024-08-11,2:30pm,4:40am,"$1,895",25 hours 10 minutes,Two,"Seattle, San Francisco","2 hours 3 minutes, 3 hours 55 minutes",2024-07-03
multipleAirlines,2024-08-02,2024-08-11,2:30pm,4:40am,"$1,895",25 hours 10 minutes,Two,"Seattle, San Francisco","1 hour 3 minutes, 4 hours 54 minutes",2024-07-03
multipleAirlines,2024-08-02,2024-08-11,5:45pm,5:10am,"$2,346",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
Asiana Airlines,2024-08-02,2024-08-11,7:58pm,11:30am,"$1,931",26 hours 32 minutes,Two,"San Francisco, Seoul","1 hour 43 minutes, 6 hours 0 minutes",2024-07-03
multipleAirlines,2024-08-02,2024-08-11,3:59pm,5:10am,"$2,346",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
multipleAirlines,2024-08-03,2024-08-12,7:58pm,5:15am,"$1,657",20 hours 17 minutes,One,San Francisco,3 hours 38 minutes,2024-07-03
Delta,2024-08-03,2024-08-12,7:59am,3:25pm,"$1,749",18 hours 26 minutes,One,Seattle,1 hour 33 minutes,2024-07-03
multipleAirlines,2024-08-03,2024-08-12,7:58pm,4:50am,"$1,657",19 hours 52 minutes,One,San Francisco,3 hours 13 minutes,2024-07-03
United,2024-08-03,2024-08-12,7:58pm,4:05am,"$1,659",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-08-03,2024-08-12,6:00am,6:45pm,"$1,704",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
multipleAirlines,2024-08-03,2024-08-12,5:45pm,4:10am,"$1,692",21 hours 25 minutes,One,Seattle,5 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-03,2024-08-12,5:45pm,5:10am,"$1,692",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-03,2024-08-12,3:59pm,4:10am,"$1,692",23 hours 11 minutes,One,Seattle,6 hours 59 minutes,2024-07-03
multipleAirlines,2024-08-03,2024-08-12,3:59pm,5:10am,"$1,692",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
multipleAirlines,2024-08-03,2024-08-12,6:00am,5:00pm,"$1,887",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
Delta,2024-08-03,2024-08-12,5:25am,3:25pm,"$1,770",21 hours 0 minutes,Two,"Salt Lake City, Seattle","1 hour 26 minutes, 2 hours 0 minutes",2024-07-03
Korean Air,2024-08-03,2024-08-12,12:10pm,12:10pm,"$1,753",35 hours 0 minutes,One,Seoul,17 hours 50 minutes,2024-07-03
multipleAirlines,2024-08-03,2024-08-12,2:30pm,5:10am,"$1,692",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
multipleAirlines,2024-08-03,2024-08-12,2:30pm,4:10am,"$1,692",24 hours 40 minutes,One,Seattle,8 hours 28 minutes,2024-07-03
multipleAirlines,2024-08-03,2024-08-12,3:59pm,4:40am,"$1,715",23 hours 41 minutes,Two,"Seattle, San Francisco","1 hour 48 minutes, 2 hours 40 minutes",2024-07-03
Japan Airlines,2024-08-03,2024-08-12,12:00pm,2:30pm,"$1,797",37 hours 30 minutes,One,Tokyo,20 hours 45 minutes,2024-07-03
Delta,2024-08-03,2024-08-12,3:09pm,3:30pm,"$1,788",35 hours 21 minutes,One,Seattle,18 hours 30 minutes,2024-07-03
United,2024-08-03,2024-08-12,6:00am,4:05am,"$1,781",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
multipleAirlines,2024-08-03,2024-08-12,2:15pm,4:40am,"$1,715",25 hours 25 minutes,Two,"Portland, San Francisco","0 hours 46 minutes, 6 hours 0 minutes",2024-07-03
multipleAirlines,2024-08-03,2024-08-12,2:15pm,4:40am,"$1,715",25 hours 25 minutes,Two,"Portland, San Francisco","3 hours 45 minutes, 3 hours 3 minutes",2024-07-03
multipleAirlines,2024-08-03,2024-08-12,2:30pm,4:40am,"$1,693",25 hours 10 minutes,Two,"Seattle, San Francisco","1 hour 3 minutes, 4 hours 54 minutes",2024-07-03
multipleAirlines,2024-08-03,2024-08-12,2:30pm,4:40am,"$1,693",25 hours 10 minutes,Two,"Seattle, San Francisco","3 hours 17 minutes, 2 hours 40 minutes",2024-07-03
multipleAirlines,2024-08-03,2024-08-12,12:53pm,4:40am,"$1,715",26 hours 47 minutes,Two,"Seattle, San Francisco","0 hours 50 minutes, 6 hours 49 minutes",2024-07-03
multipleAirlines,2024-08-03,2024-08-12,12:53pm,4:40am,"$1,715",26 hours 47 minutes,Two,"Seattle, San Francisco","2 hours 43 minutes, 4 hours 54 minutes",2024-07-03
multipleAirlines,2024-08-03,2024-08-12,12:53pm,4:40am,"$1,721",26 hours 47 minutes,Two,"Seattle, San Francisco","4 hours 57 minutes, 2 hours 40 minutes",2024-07-03
Delta,2024-08-04,2024-08-13,7:59am,3:30pm,"$1,241",18 hours 31 minutes,One,Seattle,1 hour 38 minutes,2024-07-03
United,2024-08-04,2024-08-13,7:58pm,4:05am,"$1,228",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-08-04,2024-08-13,6:00am,6:45pm,"$1,228",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
Delta,2024-08-04,2024-08-13,3:09pm,3:20pm,"$1,201",35 hours 11 minutes,One,Seattle,18 hours 20 minutes,2024-07-03
United,2024-08-04,2024-08-13,7:58pm,6:45pm,"$1,238",33 hours 47 minutes,One,San Francisco,16 hours 43 minutes,2024-07-03
Korean Air,2024-08-04,2024-08-13,12:10pm,12:10pm,"$1,405",35 hours 0 minutes,One,Seoul,17 hours 50 minutes,2024-07-03
multipleAirlines,2024-08-04,2024-08-13,6:00am,5:00pm,"$1,557",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
multipleAirlines,2024-08-04,2024-08-13,7:58pm,5:15am,"$1,642",20 hours 17 minutes,One,San Francisco,3 hours 38 minutes,2024-07-03
multipleAirlines,2024-08-04,2024-08-13,7:58pm,4:50am,"$1,617",19 hours 52 minutes,One,San Francisco,3 hours 13 minutes,2024-07-03
Japan Airlines,2024-08-04,2024-08-13,12:25pm,8:50pm,"$1,797",19 hours 25 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
Japan Airlines,2024-08-04,2024-08-13,12:00pm,2:30pm,"$1,501",37 hours 30 minutes,One,Tokyo,20 hours 45 minutes,2024-07-03
United,2024-08-04,2024-08-13,6:00am,4:05am,"$1,421",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
Japan Airlines,2024-08-04,2024-08-13,11:30am,8:50pm,"$1,797",20 hours 20 minutes,One,Tokyo,3 hours 40 minutes,2024-07-03
multipleAirlines,2024-08-04,2024-08-13,7:45pm,5:10am,"$1,727",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
China Airlines,2024-08-04,2024-08-13,6:20am,9:20pm,"$1,555",26 hours 0 minutes,One,Los Angeles,9 hours 22 minutes,2024-07-03
Japan Airlines,2024-08-04,2024-08-13,12:00pm,8:55pm,"$1,965",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-04,2024-08-13,5:45pm,5:10am,"$1,727",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-04,2024-08-13,3:59pm,5:10am,"$1,727",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
Korean Air,2024-08-04,2024-08-13,6:40am,5:50pm,"$1,597",22 hours 10 minutes,Two,"Minneapolis, Seoul","2 hours 16 minutes, 0 hours 50 minutes",2024-07-03
China Airlines,2024-08-04,2024-08-13,4:00pm,5:10am,"$1,874",24 hours 10 minutes,One,Los Angeles,7 hours 28 minutes,2024-07-03
Korean Air,2024-08-04,2024-08-13,10:30am,12:10pm,"$1,918",36 hours 40 minutes,One,Seoul,19 hours 15 minutes,2024-07-03
multipleAirlines,2024-08-04,2024-08-13,9:00am,9:20pm,"$1,594",23 hours 20 minutes,Two,"Seattle, Los Angeles","0 hours 41 minutes, 2 hours 13 minutes",2024-07-03
Japan Airlines,2024-08-04,2024-08-13,11:30am,11:35am,"$2,010",35 hours 5 minutes,One,Tokyo,18 hours 15 minutes,2024-07-03
Japan Airlines,2024-08-04,2024-08-13,12:25pm,11:35am,"$2,090",34 hours 10 minutes,One,Tokyo,17 hours 0 minutes,2024-07-03
Turkish Airlines,2024-08-04,2024-08-13,8:40pm,5:55pm,"$2,033",32 hours 15 minutes,One,Istanbul,8 hours 55 minutes,2024-07-03
Delta,2024-08-05,2024-08-14,7:54am,3:20pm,"$1,191",18 hours 26 minutes,One,Seattle,1 hour 33 minutes,2024-07-03
United,2024-08-05,2024-08-14,7:58pm,4:05am,"$1,266",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-08-05,2024-08-14,6:00am,6:45pm,"$1,266",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
United,2024-08-05,2024-08-14,6:00am,4:05am,"$1,275",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
Korean Air,2024-08-05,2024-08-14,12:10pm,12:10pm,"$1,355",35 hours 0 minutes,One,Seoul,17 hours 50 minutes,2024-07-03
multipleAirlines,2024-08-05,2024-08-14,6:00am,5:00pm,"$1,517",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
multipleAirlines,2024-08-05,2024-08-14,7:45pm,5:10am,"$1,727",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-05,2024-08-14,5:45pm,5:10am,"$1,727",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
Japan Airlines,2024-08-05,2024-08-14,11:30am,8:50pm,"$2,010",20 hours 20 minutes,One,Tokyo,3 hours 40 minutes,2024-07-03
multipleAirlines,2024-08-05,2024-08-14,3:59pm,5:10am,"$1,727",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
Japan Airlines,2024-08-05,2024-08-14,12:00pm,2:30pm,"$1,726",37 hours 30 minutes,One,Tokyo,20 hours 45 minutes,2024-07-03
Korean Air,2024-08-05,2024-08-14,6:50am,5:50pm,"$1,559",22 hours 0 minutes,Two,"Minneapolis, Seoul","2 hours 6 minutes, 0 hours 50 minutes",2024-07-03
Delta,2024-08-05,2024-08-14,3:09pm,3:15pm,"$1,730",35 hours 6 minutes,One,Seattle,18 hours 15 minutes,2024-07-03
Korean Air,2024-08-05,2024-08-14,12:10pm,5:50pm,"$1,788",40 hours 40 minutes,One,Seoul,23 hours 30 minutes,2024-07-03
United,2024-08-05,2024-08-14,7:58pm,6:45pm,"$1,748",33 hours 47 minutes,One,San Francisco,16 hours 43 minutes,2024-07-03
China Airlines,2024-08-05,2024-08-14,6:20am,5:10am,"$1,749",33 hours 50 minutes,One,Los Angeles,17 hours 12 minutes,2024-07-03
Japan Airlines,2024-08-05,2024-08-14,12:00pm,8:55pm,"$2,242",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
Korean Air,2024-08-05,2024-08-14,12:10pm,10:30pm,"$2,073",21 hours 20 minutes,One,Seoul,4 hours 10 minutes,2024-07-03
Korean Air,2024-08-05,2024-08-14,10:30am,10:30pm,"$2,073",23 hours 0 minutes,One,Seoul,5 hours 35 minutes,2024-07-03
Japan Airlines,2024-08-05,2024-08-14,11:30am,11:35am,"$2,010",35 hours 5 minutes,One,Tokyo,18 hours 15 minutes,2024-07-03
Japan Airlines,2024-08-05,2024-08-14,12:25pm,11:35am,"$2,090",34 hours 10 minutes,One,Tokyo,17 hours 0 minutes,2024-07-03
multipleAirlines,2024-08-05,2024-08-14,7:30pm,11:30am,"$1,595",27 hours 0 minutes,Two,"Los Angeles, Seoul","2 hours 19 minutes, 6 hours 0 minutes",2024-07-03
multipleAirlines,2024-08-05,2024-08-14,3:59pm,4:45am,"$1,570",23 hours 46 minutes,Two,"Seattle, San Francisco","1 hour 48 minutes, 2 hours 55 minutes",2024-07-03
Turkish Airlines,2024-08-05,2024-08-14,8:40pm,5:55pm,"$2,033",32 hours 15 minutes,One,Istanbul,8 hours 55 minutes,2024-07-03
multipleAirlines,2024-08-05,2024-08-14,2:30pm,5:10am,"$2,192",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
Delta,2024-08-06,2024-08-15,7:54am,3:15pm,"$1,111",18 hours 21 minutes,One,Seattle,1 hour 28 minutes,2024-07-03
Korean Air,2024-08-06,2024-08-15,12:10pm,12:10pm,"$1,275",35 hours 0 minutes,One,Seoul,17 hours 50 minutes,2024-07-03
multipleAirlines,2024-08-06,2024-08-15,6:00am,5:00pm,"$1,517",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
United,2024-08-06,2024-08-15,7:58pm,4:05am,"$1,584",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
multipleAirlines,2024-08-06,2024-08-15,7:45pm,5:10am,"$1,577",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
Japan Airlines,2024-08-06,2024-08-15,11:30am,8:50pm,"$1,684",20 hours 20 minutes,One,Tokyo,3 hours 40 minutes,2024-07-03
multipleAirlines,2024-08-06,2024-08-15,7:58pm,5:15am,"$1,617",20 hours 17 minutes,One,San Francisco,3 hours 38 minutes,2024-07-03
multipleAirlines,2024-08-06,2024-08-15,7:58pm,4:50am,"$1,617",19 hours 52 minutes,One,San Francisco,3 hours 13 minutes,2024-07-03
United,2024-08-06,2024-08-15,6:00am,6:45pm,"$1,584",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
multipleAirlines,2024-08-06,2024-08-15,7:45pm,4:10am,"$1,652",19 hours 25 minutes,One,Seattle,3 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-06,2024-08-15,5:45pm,5:10am,"$1,577",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-06,2024-08-15,5:45pm,4:10am,"$1,652",21 hours 25 minutes,One,Seattle,5 hours 10 minutes,2024-07-03
Japan Airlines,2024-08-06,2024-08-15,12:35pm,8:50pm,"$1,860",19 hours 15 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
multipleAirlines,2024-08-06,2024-08-15,3:59pm,5:10am,"$1,577",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
Japan Airlines,2024-08-06,2024-08-15,12:10pm,8:55pm,"$1,861",19 hours 45 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-06,2024-08-15,3:59pm,4:10am,"$1,652",23 hours 11 minutes,One,Seattle,6 hours 59 minutes,2024-07-03
multipleAirlines,2024-08-06,2024-08-15,2:30pm,4:10am,"$1,652",24 hours 40 minutes,One,Seattle,8 hours 28 minutes,2024-07-03
multipleAirlines,2024-08-06,2024-08-15,6:50am,5:50pm,"$1,478",22 hours 0 minutes,Two,"Minneapolis, Seoul","2 hours 6 minutes, 0 hours 50 minutes",2024-07-03
Korean Air,2024-08-06,2024-08-15,6:50am,5:50pm,"$1,479",22 hours 0 minutes,Two,"Minneapolis, Seoul","2 hours 6 minutes, 0 hours 50 minutes",2024-07-03
United,2024-08-06,2024-08-15,6:00am,4:05am,"$1,615",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
China Airlines,2024-08-06,2024-08-15,6:20am,5:10am,"$1,627",33 hours 50 minutes,One,Los Angeles,17 hours 12 minutes,2024-07-03
United,2024-08-06,2024-08-15,7:58pm,6:45pm,"$1,748",33 hours 47 minutes,One,San Francisco,16 hours 43 minutes,2024-07-03
Asiana Airlines,2024-08-06,2024-08-15,7:58pm,11:30am,"$1,516",26 hours 32 minutes,Two,"San Francisco, Seoul","1 hour 43 minutes, 6 hours 0 minutes",2024-07-03
multipleAirlines,2024-08-06,2024-08-15,2:30pm,5:10am,"$1,997",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
multipleAirlines,2024-08-06,2024-08-15,3:59pm,4:45am,"$1,556",23 hours 46 minutes,Two,"Seattle, San Francisco","1 hour 48 minutes, 2 hours 55 minutes",2024-07-03
Delta,2024-08-07,2024-08-16,7:54am,3:20pm,"$1,123",18 hours 26 minutes,One,Seattle,1 hour 33 minutes,2024-07-03
United,2024-08-07,2024-08-16,7:58pm,4:05am,"$1,165",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-08-07,2024-08-16,6:00am,6:45pm,"$1,165",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
United,2024-08-07,2024-08-16,6:00am,4:05am,"$1,174",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
Korean Air,2024-08-07,2024-08-16,12:10pm,12:10pm,"$1,287",35 hours 0 minutes,One,Seoul,17 hours 50 minutes,2024-07-03
multipleAirlines,2024-08-07,2024-08-16,6:00am,5:00pm,"$1,877",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
multipleAirlines,2024-08-07,2024-08-16,7:58pm,5:15am,"$1,877",20 hours 17 minutes,One,San Francisco,3 hours 38 minutes,2024-07-03
multipleAirlines,2024-08-07,2024-08-16,7:58pm,4:50am,"$1,877",19 hours 52 minutes,One,San Francisco,3 hours 13 minutes,2024-07-03
multipleAirlines,2024-08-07,2024-08-16,7:45pm,5:10am,"$1,912",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
multipleAirlines,2024-08-07,2024-08-16,6:50am,5:50pm,"$1,490",22 hours 0 minutes,Two,"Minneapolis, Seoul","2 hours 6 minutes, 0 hours 50 minutes",2024-07-03
Korean Air,2024-08-07,2024-08-16,6:50am,5:50pm,"$1,491",22 hours 0 minutes,Two,"Minneapolis, Seoul","2 hours 6 minutes, 0 hours 50 minutes",2024-07-03
Japan Airlines,2024-08-07,2024-08-16,12:10pm,8:55pm,"$2,101",19 hours 45 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
Japan Airlines,2024-08-07,2024-08-16,12:35pm,8:50pm,"$2,209",19 hours 15 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
